rank,score,source_path,source_dir,source_name,face_index,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_width,crop_height,size_bucket,image_width,image_height,crop_path
487,0.9166778326034546,data/luxty_escort/group_165/g165_p1_photo_493@04-05-2026_21-41-08.jpg,data/luxty_escort/group_165,g165_p1_photo_493@04-05-2026_21-41-08.jpg,0,303,229,461,470,158,241,at_least_48,741,1180,face_scores/crops/data__luxty_escort__group_165__g165_p1_photo_493@04-05-2026_21-41-08__face_00__score_0.9167.jpg
488,0.9167389869689941,data/akykla/elvira/131601.jpg,data/akykla/elvira,131601.jpg,0,239,363,369,531,130,168,at_least_48,749,1127,face_scores/crops/data__akykla__elvira__131601__face_00__score_0.9167.jpg
489,0.916750431060791,data/inter-escort/29/nhdgjbprlcngcbcv0a8x5lpbl49qf69v.jpg,data/inter-escort/29,nhdgjbprlcngcbcv0a8x5lpbl49qf69v.jpg,0,190,157,744,882,554,725,at_least_48,851,1280,face_scores/crops/data__inter-escort__29__nhdgjbprlcngcbcv0a8x5lpbl49qf69v__face_00__score_0.9168.jpg
490,0.9168851375579834,data/luxty_escort/group_003/g003_p3_photo_9@04-05-2026_21-34-47.jpg,data/luxty_escort/group_003,g003_p3_photo_9@04-05-2026_21-34-47.jpg,0,245,113,630,621,385,508,at_least_48,960,1280,face_scores/crops/data__luxty_escort__group_003__g003_p3_photo_9@04-05-2026_21-34-47__face_00__score_0.9169.jpg
491,0.916987955570221,data/akykla/alina2/508179.jpg,data/akykla/alina2,508179.jpg,0,191,124,317,283,126,159,at_least_48,533,800,face_scores/crops/data__akykla__alina2__508179__face_00__score_0.9170.jpg
492,0.9169882535934448,data/inter-escort/33/bzvidhi112a4d3pamwkz6px5j92w5hjz.jpg,data/inter-escort/33,bzvidhi112a4d3pamwkz6px5j92w5hjz.jpg,0,245,72,750,699,505,627,at_least_48,1024,1280,face_scores/crops/data__inter-escort__33__bzvidhi112a4d3pamwkz6px5j92w5hjz__face_00__score_0.9170.jpg
493,0.9170555472373962,data/luxty_escort/group_024/g024_p1_photo_70@04-05-2026_21-34-48.jpg,data/luxty_escort/group_024,g024_p1_photo_70@04-05-2026_21-34-48.jpg,0,264,8,807,708,543,700,at_least_48,960,1280,face_scores/crops/data__luxty_escort__group_024__g024_p1_photo_70@04-05-2026_21-34-48__face_00__score_0.9171.jpg
494,0.9171414971351624,data/luxty_escort/group_112/g112_p3_photo_336@04-05-2026_21-39-57.jpg,data/luxty_escort/group_112,g112_p3_photo_336@04-05-2026_21-39-57.jpg,0,312,141,720,641,408,500,at_least_48,852,1280,face_scores/crops/data__luxty_escort__group_112__g112_p3_photo_336@04-05-2026_21-39-57__face_00__score_0.9171.jpg
495,0.9171783924102783,data/luxty_escort/group_096/g096_p3_photo_288@04-05-2026_21-38-32.jpg,data/luxty_escort/group_096,g096_p3_photo_288@04-05-2026_21-38-32.jpg,0,362,237,510,417,148,180,at_least_48,828,941,face_scores/crops/data__luxty_escort__group_096__g096_p3_photo_288@04-05-2026_21-38-32__face_00__score_0.9172.jpg
496,0.9171836972236633,data/luxty_escort/group_100/g100_p3_photo_300@04-05-2026_21-39-56.jpg,data/luxty_escort/group_100,g100_p3_photo_300@04-05-2026_21-39-56.jpg,0,370,233,515,529,145,296,at_least_48,960,1280,face_scores/crops/data__luxty_escort__group_100__g100_p3_photo_300@04-05-2026_21-39-56__face_00__score_0.9172.jpg
497,0.9172187447547913,data/inter-escort/40/y821ukdhfrr1mycrffki1358pf8lck0n.jpg,data/inter-escort/40,y821ukdhfrr1mycrffki1358pf8lck0n.jpg,0,316,62,783,815,467,753,at_least_48,1283,1588,face_scores/crops/data__inter-escort__40__y821ukdhfrr1mycrffki1358pf8lck0n__face_00__score_0.9172.jpg
498,0.917246401309967,data/luxty_escort/group_205/g205_p3_photo_615@04-05-2026_21-43-11.jpg,data/luxty_escort/group_205,g205_p3_photo_615@04-05-2026_21-43-11.jpg,0,240,275,374,456,134,181,at_least_48,828,1012,face_scores/crops/data__luxty_escort__group_205__g205_p3_photo_615@04-05-2026_21-43-11__face_00__score_0.9172.jpg
499,0.9172896146774292,data/akykla/aleksandra1/844330.jpg,data/akykla/aleksandra1,844330.jpg,0,203,165,316,335,113,170,at_least_48,533,800,face_scores/crops/data__akykla__aleksandra1__844330__face_00__score_0.9173.jpg
500,0.9173235893249512,data/inter-escort/41/d375hyei5gxlhkpg7nc2ou67tkdw97tj.jpg,data/inter-escort/41,d375hyei5gxlhkpg7nc2ou67tkdw97tj.jpg,0,365,45,564,370,199,325,at_least_48,985,1252,face_scores/crops/data__inter-escort__41__d375hyei5gxlhkpg7nc2ou67tkdw97tj__face_00__score_0.9173.jpg
501,0.9173440337181091,data/luxty_escort/group_162/g162_p3_photo_486@04-05-2026_21-41-08.jpg,data/luxty_escort/group_162,g162_p3_photo_486@04-05-2026_21-41-08.jpg,0,392,70,627,421,235,351,at_least_48,851,1280,face_scores/crops/data__luxty_escort__group_162__g162_p3_photo_486@04-05-2026_21-41-08__face_00__score_0.9173.jpg
502,0.917363166809082,data/luxty_escort/group_025/g025_p3_photo_75@04-05-2026_21-34-48.jpg,data/luxty_escort/group_025,g025_p3_photo_75@04-05-2026_21-34-48.jpg,0,294,55,561,396,267,341,at_least_48,852,1280,face_scores/crops/data__luxty_escort__group_025__g025_p3_photo_75@04-05-2026_21-34-48__face_00__score_0.9174.jpg
503,0.9173749089241028,data/luxty_escort/group_107/g107_p3_photo_321@04-05-2026_21-39-57.jpg,data/luxty_escort/group_107,g107_p3_photo_321@04-05-2026_21-39-57.jpg,0,157,167,265,326,108,159,at_least_48,501,1006,face_scores/crops/data__luxty_escort__group_107__g107_p3_photo_321@04-05-2026_21-39-57__face_00__score_0.9174.jpg
504,0.9173755645751953,data/inter-escort/73/paf2712q701x485spfnkfoanesgf3xu2.jpg,data/inter-escort/73,paf2712q701x485spfnkfoanesgf3xu2.jpg,0,362,342,547,625,185,283,at_least_48,1066,1600,face_scores/crops/data__inter-escort__73__paf2712q701x485spfnkfoanesgf3xu2__face_00__score_0.9174.jpg
505,0.9173995852470398,data/akykla/elvira/983934.jpg,data/akykla/elvira,983934.jpg,0,278,173,382,288,104,115,at_least_48,665,1000,face_scores/crops/data__akykla__elvira__983934__face_00__score_0.9174.jpg
506,0.9174999594688416,data/luxty_escort/group_031/g031_p1_photo_91@04-05-2026_21-34-48.jpg,data/luxty_escort/group_031,g031_p1_photo_91@04-05-2026_21-34-48.jpg,0,354,319,531,560,177,241,at_least_48,825,1188,face_scores/crops/data__luxty_escort__group_031__g031_p1_photo_91@04-05-2026_21-34-48__face_00__score_0.9175.jpg
507,0.9175384640693665,data/akykla/arina/450500.jpg,data/akykla/arina,450500.jpg,0,223,41,365,225,142,184,at_least_48,534,800,face_scores/crops/data__akykla__arina__450500__face_00__score_0.9175.jpg
508,0.9175797700881958,data/inter-escort/56/m2yrwi1v32b0wqr2qbj6o9bdwxkp5spc.jpg,data/inter-escort/56,m2yrwi1v32b0wqr2qbj6o9bdwxkp5spc.jpg,0,380,263,512,445,132,182,at_least_48,842,1024,face_scores/crops/data__inter-escort__56__m2yrwi1v32b0wqr2qbj6o9bdwxkp5spc__face_00__score_0.9176.jpg
509,0.9176028966903687,data/akykla/masha/425262.jpg,data/akykla/masha,425262.jpg,0,417,48,479,134,62,86,at_least_48,800,662,face_scores/crops/data__akykla__masha__425262__face_00__score_0.9176.jpg
510,0.9179832339286804,data/luxty_escort/groups_121_173_223/g223_p2_photo_668@04-05-2026_21-43-12.jpg,data/luxty_escort/groups_121_173_223,g223_p2_photo_668@04-05-2026_21-43-12.jpg,0,278,86,781,708,503,622,at_least_48,960,1280,face_scores/crops/data__luxty_escort__groups_121_173_223__g223_p2_photo_668@04-05-2026_21-43-12__face_00__score_0.9180.jpg
511,0.9179918169975281,data/luxty_escort/groups_158_181/g158_p2_photo_473@04-05-2026_21-41-07.jpg,data/luxty_escort/groups_158_181,g158_p2_photo_473@04-05-2026_21-41-07.jpg,0,374,143,546,405,172,262,at_least_48,931,1280,face_scores/crops/data__luxty_escort__groups_158_181__g158_p2_photo_473@04-05-2026_21-41-07__face_00__score_0.9180.jpg
512,0.9179940223693848,data/luxty_escort/group_164/g164_p3_photo_492@04-05-2026_21-41-08.jpg,data/luxty_escort/group_164,g164_p3_photo_492@04-05-2026_21-41-08.jpg,0,434,413,536,560,102,147,at_least_48,988,1280,face_scores/crops/data__luxty_escort__group_164__g164_p3_photo_492@04-05-2026_21-41-08__face_00__score_0.9180.jpg
513,0.9180903434753418,data/akykla/alina2/786042.jpg,data/akykla/alina2,786042.jpg,0,267,36,377,184,110,148,at_least_48,533,800,face_scores/crops/data__akykla__alina2__786042__face_00__score_0.9181.jpg
514,0.9180917739868164,data/akykla/lana/665222.jpg,data/akykla/lana,665222.jpg,0,248,78,335,198,87,120,at_least_48,534,800,face_scores/crops/data__akykla__lana__665222__face_00__score_0.9181.jpg
515,0.9181498885154724,data/inter-escort/39/m5kfbsv2k259v9lcr7ih6hn07wrgmqqd.jpg,data/inter-escort/39,m5kfbsv2k259v9lcr7ih6hn07wrgmqqd.jpg,0,303,188,563,542,260,354,at_least_48,1024,1280,face_scores/crops/data__inter-escort__39__m5kfbsv2k259v9lcr7ih6hn07wrgmqqd__face_00__score_0.9181.jpg
516,0.9181959629058838,data/luxty_escort/group_221/g221_p3_photo_663@04-05-2026_21-43-12.jpg,data/luxty_escort/group_221,g221_p3_photo_663@04-05-2026_21-43-12.jpg,0,412,469,538,647,126,178,at_least_48,913,1209,face_scores/crops/data__luxty_escort__group_221__g221_p3_photo_663@04-05-2026_21-43-12__face_00__score_0.9182.jpg
517,0.9183090329170227,data/akykla/alina2/727112.jpg,data/akykla/alina2,727112.jpg,0,200,139,281,240,81,101,at_least_48,533,800,face_scores/crops/data__akykla__alina2__727112__face_00__score_0.9183.jpg
518,0.918390691280365,data/akykla/eva/357056.jpg,data/akykla/eva,357056.jpg,0,239,221,308,320,69,99,at_least_48,532,800,face_scores/crops/data__akykla__eva__357056__face_00__score_0.9184.jpg
519,0.9183981418609619,data/akykla/viktoriya/714966.jpg,data/akykla/viktoriya,714966.jpg,0,234,180,291,266,57,86,at_least_48,595,800,face_scores/crops/data__akykla__viktoriya__714966__face_00__score_0.9184.jpg
520,0.9184238910675049,data/akykla/eva1/874604.jpg,data/akykla/eva1,874604.jpg,0,322,26,428,175,106,149,at_least_48,534,800,face_scores/crops/data__akykla__eva1__874604__face_00__score_0.9184.jpg
521,0.9184382557868958,data/luxty_escort/group_016/g016_p1_photo_46@04-05-2026_21-34-47.jpg,data/luxty_escort/group_016,g016_p1_photo_46@04-05-2026_21-34-47.jpg,0,172,68,401,429,229,361,at_least_48,719,1091,face_scores/crops/data__luxty_escort__group_016__g016_p1_photo_46@04-05-2026_21-34-47__face_00__score_0.9184.jpg
522,0.9185295104980469,data/inter-escort/73/r90lqoz5iclzcmizcifv13lyypo9rnzb.jpg,data/inter-escort/73,r90lqoz5iclzcmizcifv13lyypo9rnzb.jpg,0,419,358,543,529,124,171,at_least_48,1066,1600,face_scores/crops/data__inter-escort__73__r90lqoz5iclzcmizcifv13lyypo9rnzb__face_00__score_0.9185.jpg
523,0.9186264872550964,data/inter-escort/57/cqjgxt7gt6wardaa5i31kkx3mfba5l6v.jpg,data/inter-escort/57,cqjgxt7gt6wardaa5i31kkx3mfba5l6v.jpg,0,258,139,714,799,456,660,at_least_48,1066,1600,face_scores/crops/data__inter-escort__57__cqjgxt7gt6wardaa5i31kkx3mfba5l6v__face_00__score_0.9186.jpg
524,0.9186658263206482,data/akykla/mariya/941071.jpg,data/akykla/mariya,941071.jpg,0,128,30,252,211,124,181,at_least_48,534,800,face_scores/crops/data__akykla__mariya__941071__face_00__score_0.9187.jpg
525,0.9187418222427368,data/luxty_escort/group_199/g199_p1_photo_595@04-05-2026_21-43-10.jpg,data/luxty_escort/group_199,g199_p1_photo_595@04-05-2026_21-43-10.jpg,0,69,132,585,785,516,653,at_least_48,720,1280,face_scores/crops/data__luxty_escort__group_199__g199_p1_photo_595@04-05-2026_21-43-10__face_00__score_0.9187.jpg
526,0.9187777042388916,data/akykla/eva1/786621.jpg,data/akykla/eva1,786621.jpg,0,222,34,313,149,91,115,at_least_48,534,800,face_scores/crops/data__akykla__eva1__786621__face_00__score_0.9188.jpg
527,0.9188006520271301,data/luxty_escort/group_166/g166_p3_photo_498@04-05-2026_21-42-16.jpg,data/luxty_escort/group_166,g166_p3_photo_498@04-05-2026_21-42-16.jpg,0,380,362,557,598,177,236,at_least_48,960,1280,face_scores/crops/data__luxty_escort__group_166__g166_p3_photo_498@04-05-2026_21-42-16__face_00__score_0.9188.jpg
528,0.9188418984413147,data/inter-escort/36/jpgpb3rf4k8rsviv1yt9zegqgqo4yij8.jpg,data/inter-escort/36,jpgpb3rf4k8rsviv1yt9zegqgqo4yij8.jpg,0,608,318,809,598,201,280,at_least_48,1242,1474,face_scores/crops/data__inter-escort__36__jpgpb3rf4k8rsviv1yt9zegqgqo4yij8__face_00__score_0.9188.jpg
529,0.9188541173934937,data/luxty_escort/group_188/g188_p1_photo_562@04-05-2026_21-42-17.jpg,data/luxty_escort/group_188,g188_p1_photo_562@04-05-2026_21-42-17.jpg,0,359,282,566,543,207,261,at_least_48,853,1280,face_scores/crops/data__luxty_escort__group_188__g188_p1_photo_562@04-05-2026_21-42-17__face_00__score_0.9189.jpg
530,0.9189255833625793,data/inter-escort/32/wu746ue4aei4wvbgubxr8hah4cexga7m.jpg,data/inter-escort/32,wu746ue4aei4wvbgubxr8hah4cexga7m.jpg,0,242,186,502,520,260,334,at_least_48,1125,1321,face_scores/crops/data__inter-escort__32__wu746ue4aei4wvbgubxr8hah4cexga7m__face_00__score_0.9189.jpg
531,0.9189304709434509,data/luxty_escort/groups_088_108/g088_p3_photo_264@04-05-2026_21-38-32.jpg,data/luxty_escort/groups_088_108,g088_p3_photo_264@04-05-2026_21-38-32.jpg,0,277,245,483,499,206,254,at_least_48,852,1280,face_scores/crops/data__luxty_escort__groups_088_108__g088_p3_photo_264@04-05-2026_21-38-32__face_00__score_0.9189.jpg
532,0.9189670085906982,data/luxty_escort/group_072/g072_p3_photo_216@04-05-2026_21-38-31.jpg,data/luxty_escort/group_072,g072_p3_photo_216@04-05-2026_21-38-31.jpg,0,363,132,579,459,216,327,at_least_48,870,1280,face_scores/crops/data__luxty_escort__group_072__g072_p3_photo_216@04-05-2026_21-38-31__face_00__score_0.9190.jpg
533,0.9190566539764404,data/luxty_escort/groups_006_034/g006_p1_photo_16@04-05-2026_21-34-47.jpg,data/luxty_escort/groups_006_034,g006_p1_photo_16@04-05-2026_21-34-47.jpg,0,141,289,332,514,191,225,at_least_48,853,1280,face_scores/crops/data__luxty_escort__groups_006_034__g006_p1_photo_16@04-05-2026_21-34-47__face_00__score_0.9191.jpg
534,0.9190756678581238,data/luxty_escort/group_099/g099_p2_photo_296@04-05-2026_21-38-32.jpg,data/luxty_escort/group_099,g099_p2_photo_296@04-05-2026_21-38-32.jpg,0,563,303,672,464,109,161,at_least_48,960,1280,face_scores/crops/data__luxty_escort__group_099__g099_p2_photo_296@04-05-2026_21-38-32__face_00__score_0.9191.jpg
535,0.9191108345985413,data/inter-escort/41/wk8zb1y6ac3ok713j24l1cco108fihdh.jpg,data/inter-escort/41,wk8zb1y6ac3ok713j24l1cco108fihdh.jpg,0,321,131,504,426,183,295,at_least_48,993,1266,face_scores/crops/data__inter-escort__41__wk8zb1y6ac3ok713j24l1cco108fihdh__face_00__score_0.9191.jpg
536,0.9191293120384216,data/inter-escort/39/pa25qzqflsu5yv2n9md5vomuwtj6mlz1.jpg,data/inter-escort/39,pa25qzqflsu5yv2n9md5vomuwtj6mlz1.jpg,0,482,353,577,477,95,124,at_least_48,1026,1280,face_scores/crops/data__inter-escort__39__pa25qzqflsu5yv2n9md5vomuwtj6mlz1__face_00__score_0.9191.jpg
537,0.9192215204238892,data/akykla/viktoriya/343262.jpg,data/akykla/viktoriya,343262.jpg,0,295,109,372,214,77,105,at_least_48,550,800,face_scores/crops/data__akykla__viktoriya__343262__face_00__score_0.9192.jpg
538,0.9192976355552673,data/inter-escort/33/1mydvpxxhydvpixfzf81yueexzdlyva2.jpg,data/inter-escort/33,1mydvpxxhydvpixfzf81yueexzdlyva2.jpg,0,379,155,499,346,120,191,at_least_48,960,1280,face_scores/crops/data__inter-escort__33__1mydvpxxhydvpixfzf81yueexzdlyva2__face_00__score_0.9193.jpg
539,0.9194597601890564,data/luxty_escort/group_001/g001_p2_photo_2@04-05-2026_21-34-47.jpg,data/luxty_escort/group_001,g001_p2_photo_2@04-05-2026_21-34-47.jpg,0,431,273,589,488,158,215,at_least_48,730,1096,face_scores/crops/data__luxty_escort__group_001__g001_p2_photo_2@04-05-2026_21-34-47__face_00__score_0.9195.jpg
540,0.9194697141647339,data/luxty_escort/groups_124_175/g124_p1_photo_370@04-05-2026_21-39-58.jpg,data/luxty_escort/groups_124_175,g124_p1_photo_370@04-05-2026_21-39-58.jpg,0,292,39,545,444,253,405,at_least_48,853,1280,face_scores/crops/data__luxty_escort__groups_124_175__g124_p1_photo_370@04-05-2026_21-39-58__face_00__score_0.9195.jpg
541,0.9194744229316711,data/inter-escort/39/3jnsqcwh008w3c5mte3ajjlmtct8jbr0.jpg,data/inter-escort/39,3jnsqcwh008w3c5mte3ajjlmtct8jbr0.jpg,0,309,4,645,483,336,479,at_least_48,834,1024,face_scores/crops/data__inter-escort__39__3jnsqcwh008w3c5mte3ajjlmtct8jbr0__face_00__score_0.9195.jpg
542,0.9196274280548096,data/luxty_escort/group_105/g105_p1_photo_313@04-05-2026_21-39-57.jpg,data/luxty_escort/group_105,g105_p1_photo_313@04-05-2026_21-39-57.jpg,0,377,80,483,249,106,169,at_least_48,778,1280,face_scores/crops/data__luxty_escort__group_105__g105_p1_photo_313@04-05-2026_21-39-57__face_00__score_0.9196.jpg
543,0.9196613430976868,data/inter-escort/37/7bsztmyq65zf72h8w3qoxu2ao6g7koo9.jpg,data/inter-escort/37,7bsztmyq65zf72h8w3qoxu2ao6g7koo9.jpg,0,616,291,744,464,128,173,at_least_48,1242,1242,face_scores/crops/data__inter-escort__37__7bsztmyq65zf72h8w3qoxu2ao6g7koo9__face_00__score_0.9197.jpg
544,0.919689416885376,data/luxty_escort/group_117/g117_p3_photo_351@04-05-2026_21-39-57.jpg,data/luxty_escort/group_117,g117_p3_photo_351@04-05-2026_21-39-57.jpg,0,302,62,449,277,147,215,at_least_48,852,1280,face_scores/crops/data__luxty_escort__group_117__g117_p3_photo_351@04-05-2026_21-39-57__face_00__score_0.9197.jpg
545,0.9198609590530396,data/luxty_escort/group_205/g205_p1_photo_613@04-05-2026_21-43-11.jpg,data/luxty_escort/group_205,g205_p1_photo_613@04-05-2026_21-43-11.jpg,0,301,102,433,298,132,196,at_least_48,704,991,face_scores/crops/data__luxty_escort__group_205__g205_p1_photo_613@04-05-2026_21-43-11__face_00__score_0.9199.jpg
546,0.9199254512786865,data/luxty_escort/group_080/g080_p2_photo_239@04-05-2026_21-38-31.jpg,data/luxty_escort/group_080,g080_p2_photo_239@04-05-2026_21-38-31.jpg,0,300,317,515,613,215,296,at_least_48,721,1280,face_scores/crops/data__luxty_escort__group_080__g080_p2_photo_239@04-05-2026_21-38-31__face_00__score_0.9199.jpg
547,0.9199265837669373,data/luxty_escort/group_139/g139_p3_photo_417@04-05-2026_21-41-07.jpg,data/luxty_escort/group_139,g139_p3_photo_417@04-05-2026_21-41-07.jpg,0,232,116,498,491,266,375,at_least_48,914,1280,face_scores/crops/data__luxty_escort__group_139__g139_p3_photo_417@04-05-2026_21-41-07__face_00__score_0.9199.jpg
548,0.9199710488319397,data/akykla/aleksa/944458.jpg,data/akykla/aleksa,944458.jpg,0,330,93,438,237,108,144,at_least_48,622,800,face_scores/crops/data__akykla__aleksa__944458__face_00__score_0.9200.jpg
549,0.9199996590614319,data/luxty_escort/group_087/g087_p3_photo_261@04-05-2026_21-38-32.jpg,data/luxty_escort/group_087,g087_p3_photo_261@04-05-2026_21-38-32.jpg,0,98,177,262,380,164,203,at_least_48,1280,853,face_scores/crops/data__luxty_escort__group_087__g087_p3_photo_261@04-05-2026_21-38-32__face_00__score_0.9200.jpg
550,0.9200524687767029,data/akykla/alisa/257873.jpg,data/akykla/alisa,257873.jpg,0,188,58,317,246,129,188,at_least_48,533,800,face_scores/crops/data__akykla__alisa__257873__face_00__score_0.9201.jpg
551,0.9200825691223145,data/luxty_escort/group_063/g063_p2_photo_188@04-05-2026_21-36-47.jpg,data/luxty_escort/group_063,g063_p2_photo_188@04-05-2026_21-36-47.jpg,0,286,343,392,517,106,174,at_least_48,768,1123,face_scores/crops/data__luxty_escort__group_063__g063_p2_photo_188@04-05-2026_21-36-47__face_00__score_0.9201.jpg
552,0.9200941324234009,data/luxty_escort/group_091/g091_p2_photo_272@04-05-2026_21-38-32.jpg,data/luxty_escort/group_091,g091_p2_photo_272@04-05-2026_21-38-32.jpg,0,342,152,676,529,334,377,at_least_48,853,1280,face_scores/crops/data__luxty_escort__group_091__g091_p2_photo_272@04-05-2026_21-38-32__face_00__score_0.9201.jpg
553,0.9201449155807495,data/akykla/alisa/703705.jpg,data/akykla/alisa,703705.jpg,0,174,76,293,246,119,170,at_least_48,533,800,face_scores/crops/data__akykla__alisa__703705__face_00__score_0.9201.jpg
554,0.9201657176017761,data/akykla/eva1/368439.jpg,data/akykla/eva1,368439.jpg,0,320,30,412,160,92,130,at_least_48,534,800,face_scores/crops/data__akykla__eva1__368439__face_00__score_0.9202.jpg
555,0.9202089905738831,data/luxty_escort/groups_064_186/g186_p1_photo_556@04-05-2026_21-42-17.jpg,data/luxty_escort/groups_064_186,g186_p1_photo_556@04-05-2026_21-42-17.jpg,0,299,98,442,281,143,183,at_least_48,735,1280,face_scores/crops/data__luxty_escort__groups_064_186__g186_p1_photo_556@04-05-2026_21-42-17__face_00__score_0.9202.jpg
556,0.9202508926391602,data/inter-escort/36/pwyofminnuocs0dpo90qbureud0t19i3.jpg,data/inter-escort/36,pwyofminnuocs0dpo90qbureud0t19i3.jpg,0,366,45,651,429,285,384,at_least_48,1242,1530,face_scores/crops/data__inter-escort__36__pwyofminnuocs0dpo90qbureud0t19i3__face_00__score_0.9203.jpg
557,0.9202644228935242,data/luxty_escort/group_077/g077_p1_photo_229@04-05-2026_21-38-31.jpg,data/luxty_escort/group_077,g077_p1_photo_229@04-05-2026_21-38-31.jpg,0,325,173,858,877,533,704,at_least_48,960,1280,face_scores/crops/data__luxty_escort__group_077__g077_p1_photo_229@04-05-2026_21-38-31__face_00__score_0.9203.jpg
558,0.9202677607536316,data/luxty_escort/groups_064_186/g064_p1_photo_190@04-05-2026_21-36-47.jpg,data/luxty_escort/groups_064_186,g064_p1_photo_190@04-05-2026_21-36-47.jpg,0,299,94,443,280,144,186,at_least_48,716,1277,face_scores/crops/data__luxty_escort__groups_064_186__g064_p1_photo_190@04-05-2026_21-36-47__face_00__score_0.9203.jpg
559,0.9203252792358398,data/akykla/lolita/742798.jpg,data/akykla/lolita,742798.jpg,0,234,37,318,157,84,120,at_least_48,534,800,face_scores/crops/data__akykla__lolita__742798__face_00__score_0.9203.jpg
560,0.9204837679862976,data/luxty_escort/group_048/g048_p2_photo_143@04-05-2026_21-36-46.jpg,data/luxty_escort/group_048,g048_p2_photo_143@04-05-2026_21-36-46.jpg,0,184,43,433,490,249,447,at_least_48,870,1280,face_scores/crops/data__luxty_escort__group_048__g048_p2_photo_143@04-05-2026_21-36-46__face_00__score_0.9205.jpg
561,0.9205302596092224,data/akykla/anastasiya/258484.jpg,data/akykla/anastasiya,258484.jpg,0,481,148,551,231,70,83,at_least_48,800,532,face_scores/crops/data__akykla__anastasiya__258484__face_00__score_0.9205.jpg
562,0.9205697178840637,data/akykla/alina2/600678.jpg,data/akykla/alina2,600678.jpg,0,194,138,297,276,103,138,at_least_48,533,800,face_scores/crops/data__akykla__alina2__600678__face_00__score_0.9206.jpg
563,0.9206027984619141,data/akykla/elena/452942.jpg,data/akykla/elena,452942.jpg,0,224,89,316,221,92,132,at_least_48,800,532,face_scores/crops/data__akykla__elena__452942__face_00__score_0.9206.jpg
564,0.9206140041351318,data/luxty_escort/group_205/g205_p2_photo_614@04-05-2026_21-43-11.jpg,data/luxty_escort/group_205,g205_p2_photo_614@04-05-2026_21-43-11.jpg,0,284,229,404,403,120,174,at_least_48,828,1002,face_scores/crops/data__luxty_escort__group_205__g205_p2_photo_614@04-05-2026_21-43-11__face_00__score_0.9206.jpg
565,0.9206959009170532,data/luxty_escort/group_155/g155_p2_photo_464@04-05-2026_21-41-07.jpg,data/luxty_escort/group_155,g155_p2_photo_464@04-05-2026_21-41-07.jpg,0,389,265,503,408,114,143,at_least_48,882,1280,face_scores/crops/data__luxty_escort__group_155__g155_p2_photo_464@04-05-2026_21-41-07__face_00__score_0.9207.jpg
566,0.9206968545913696,data/luxty_escort/group_113/g113_p1_photo_337@04-05-2026_21-39-57.jpg,data/luxty_escort/group_113,g113_p1_photo_337@04-05-2026_21-39-57.jpg,0,369,183,560,496,191,313,at_least_48,852,1280,face_scores/crops/data__luxty_escort__group_113__g113_p1_photo_337@04-05-2026_21-39-57__face_00__score_0.9207.jpg
567,0.9208540916442871,data/luxty_escort/group_048/g048_p1_photo_142@04-05-2026_21-36-46.jpg,data/luxty_escort/group_048,g048_p1_photo_142@04-05-2026_21-36-46.jpg,0,242,20,488,366,246,346,at_least_48,802,1280,face_scores/crops/data__luxty_escort__group_048__g048_p1_photo_142@04-05-2026_21-36-46__face_00__score_0.9209.jpg
568,0.9208688139915466,data/inter-escort/74/23zgiflkffn50eyr9mmryvhbsd3ztxgy.jpg,data/inter-escort/74,23zgiflkffn50eyr9mmryvhbsd3ztxgy.jpg,0,398,235,557,503,159,268,at_least_48,768,1024,face_scores/crops/data__inter-escort__74__23zgiflkffn50eyr9mmryvhbsd3ztxgy__face_00__score_0.9209.jpg
569,0.9208933711051941,data/luxty_escort/group_208/g208_p1_photo_622@04-05-2026_21-43-11.jpg,data/luxty_escort/group_208,g208_p1_photo_622@04-05-2026_21-43-11.jpg,0,211,74,724,787,513,713,at_least_48,959,1280,face_scores/crops/data__luxty_escort__group_208__g208_p1_photo_622@04-05-2026_21-43-11__face_00__score_0.9209.jpg
570,0.9210079312324524,data/inter-escort/29/04dknxob95mrjtgmd0zinr161169g5yb.jpg,data/inter-escort/29,04dknxob95mrjtgmd0zinr161169g5yb.jpg,0,491,167,695,418,204,251,at_least_48,960,1280,face_scores/crops/data__inter-escort__29__04dknxob95mrjtgmd0zinr161169g5yb__face_00__score_0.9210.jpg
571,0.9210855960845947,data/inter-escort/74/tq36fupfsqtqipdd0e4p8g00ka8295ua.jpg,data/inter-escort/74,tq36fupfsqtqipdd0e4p8g00ka8295ua.jpg,0,290,145,515,417,225,272,at_least_48,768,1024,face_scores/crops/data__inter-escort__74__tq36fupfsqtqipdd0e4p8g00ka8295ua__face_00__score_0.9211.jpg
572,0.9210984706878662,data/inter-escort/36/z67ti5794tqnmqr4blagng5jm62jlsk6.jpg,data/inter-escort/36,z67ti5794tqnmqr4blagng5jm62jlsk6.jpg,0,592,129,1073,808,481,679,at_least_48,1242,1538,face_scores/crops/data__inter-escort__36__z67ti5794tqnmqr4blagng5jm62jlsk6__face_00__score_0.9211.jpg
573,0.9211130142211914,data/luxty_escort/group_216/g216_p2_photo_647@04-05-2026_21-43-11.jpg,data/luxty_escort/group_216,g216_p2_photo_647@04-05-2026_21-43-11.jpg,0,298,73,711,652,413,579,at_least_48,960,1280,face_scores/crops/data__luxty_escort__group_216__g216_p2_photo_647@04-05-2026_21-43-11__face_00__score_0.9211.jpg
